,movie,year,imdb,metascore,votes,n_imdb
567,Ong-Bak: The Thai Warrior,2003,7.2,69,65855,70
568,The Room,2003,3.6,9,65539,30
569,The Station Agent,2003,7.7,81,62639,70
570,Just Married,2003,5.5,28,62591,50
571,Love Me If You Dare,2003,7.7,45,61879,70
572,Seabiscuit,2003,7.3,72,61817,70
573,High Tension,2003,6.8,42,60902,60
574,House of Sand and Fog,2003,7.6,71,60579,70
575,Open Range,2003,7.5,67,59951,70
576,Peter Pan,2003,6.9,64,59695,60
577,Timeline,2003,5.6,28,56375,50
578,Daddy Day Care,2003,5.5,39,56209,50
579,Kal Ho Naa Ho,2003,8.0,54,54952,80
580,Violação de Conduta,2003,6.5,34,54606,60
581,"Legally Blonde 2: Red, White & Blonde",2003,4.7,47,53599,40
582,Coffee and Cigarettes,2003,7.1,65,53235,70
583,What a Girl Wants,2003,5.9,41,53216,50
584,Jeepers Creepers II,2003,5.6,36,52439,50
585,Out of Time,2003,6.5,63,51177,60
586,Duplex,2003,5.9,50,50675,50
587,A Tale of Two Sisters,2003,7.2,65,48719,70
588,Stuck on You,2003,5.8,62,47916,50
589,Secondhand Lions,2003,7.6,52,47226,70
590,Spy Kids 3: Game Over,2003,4.2,57,46976,40
591,Open Water,2003,5.7,63,46858,50
592,The Triplets of Belleville,2003,7.8,91,46493,70
593,Bulletproof Monk,2003,5.5,40,45014,50
594,American Splendor,2003,7.5,90,44732,70
595,The Blind Swordsman: Zatoichi,2003,7.6,75,43922,70
596,Gigli,2003,2.4,18,43803,20
597,National Security,2003,5.6,31,42976,50
598,Sinbad: Legend of the Seven Seas,2003,6.7,48,42461,60
599,The Cat in the Hat,2003,3.8,19,42377,30
600,Under the Tuscan Sun,2003,6.8,52,41582,60
601,A Man Apart,2003,6.1,36,41453,60
602,11:14,2003,7.2,65,41022,70
603,Honey,2003,5.3,37,40154,50
604,The Hunted,2003,6.0,40,39521,60
605,Swimming Pool - À Beira da Piscina,2003,6.8,70,38395,60
606,Cradle 2 the Grave,2003,5.8,36,38117,50
607,The Return,2003,8.0,82,36675,80
608,Down with Love,2003,6.3,52,36514,60
609,The Haunted Mansion,2003,5.0,34,36503,50
610,Radio,2003,6.9,38,34859,60
611,O Medalhão,2003,5.2,38,34555,50
612,House of the Dead: O Filme,2003,2.0,15,34039,20
613,Hollywood Homicide,2003,5.3,47,33542,50
614,Dumb and Dumberer: When Harry Met Lloyd,2003,3.4,19,33194,30
615,Evil,2003,7.8,61,32811,70
616,Bringing Down the House,2003,5.6,39,32360,50
617,Uptown Girls,2003,6.1,33,32090,60
618,Confidence,2003,6.7,59,31829,60
619,The Lizzie McGuire Movie,2003,5.4,56,31721,50
620,Shattered Glass,2003,7.2,73,31035,70
621,Touching the Void,2003,8.0,82,30305,80
622,The Cooler,2003,7.0,69,30217,70
623,The Missing,2003,6.5,55,30066,60
624,Agent Cody Banks,2003,5.1,41,29824,50
625,Looney Tunes: De Volta à Ação,2003,5.7,64,28699,50
626,Darkness Falls,2003,5.0,23,28054,50
627,Anything Else,2003,6.4,43,27567,60
628,Revelações,2003,6.3,57,27371,60
629,The Barbarian Invasions,2003,7.7,70,26492,70
630,Kangaroo Jack,2003,4.4,16,26185,40
631,Amor sem Fronteiras,2003,6.5,32,24634,60
632,Tokyo Godfathers,2003,7.9,73,24451,70
633,From Justin to Kelly,2003,2.1,14,24207,20
634,A Mighty Wind,2003,7.3,81,23846,70
635,Ned Kelly,2003,6.5,56,23668,60
636,View from the Top,2003,5.2,27,23303,50
637,Minha Vida Sem Mim,2003,7.6,57,22691,70
638,Controle,2003,7.7,72,22152,70
639,Capturing the Friedmans,2003,7.8,90,21637,70
640,The United States of Leland,2003,7.1,37,21487,70
641,Calendar Girls,2003,6.9,60,21163,60
642,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,8.2,87,21004,80
643,In the Cut,2003,5.3,46,20056,50
644,Crimes em Wonderland,2003,6.6,43,19987,60
645,Cold Creek Manor,2003,4.9,37,19650,40
646,The Corporation,2003,8.1,73,19308,80
647,Code 46,2003,6.2,57,19104,60
648,Saints and Soldiers,2003,6.8,56,18963,60
649,Pieces of April,2003,7.1,70,18919,70
650,The Best of Youth,2003,8.5,89,18439,80
651,O Custo da Coragem,2003,6.9,55,17608,60
652,Malibu's Most Wanted,2003,5.1,43,17190,50
653,The Green Butchers,2003,7.3,54,16985,70
654,Head of State,2003,5.4,44,16686,50
655,A Vingança de Willard,2003,6.2,61,16260,60
656,The Order,2003,5.2,21,15994,50
657,Latter Days,2003,7.1,45,15807,70
658,Carandiru,2003,7.6,71,15804,70
659,A Guy Thing,2003,5.6,27,15461,50
660,One Missed Call,2003,6.2,54,15445,60
661,Eternal Sunshine of the Spotless Mind,2004,8.3,89,786056,80
662,Kill Bill: Vol. 2,2004,8.0,83,585527,80
663,The Incredibles,2004,8.0,90,564739,80
664,Million Dollar Baby,2004,8.1,86,563449,80
665,Spider-Man 2,2004,7.3,83,477026,70
666,Harry Potter and the Prisoner of Azkaban,2004,7.9,82,458169,70
667,The Notebook,2004,7.9,53,452879,70
668,Shaun of the Dead,2004,7.9,76,450376,70
669,"I, Robot",2004,7.1,59,445642,70
670,Troy,2004,7.2,56,433880,70
671,The Butterfly Effect,2004,7.7,30,405345,70
672,The Bourne Supremacy,2004,7.8,73,395024,70
673,Crash,2004,7.8,69,391742,70
674,The Day After Tomorrow,2004,6.4,47,371612,60
675,Shrek 2,2004,7.2,75,361241,70
676,The Terminal,2004,7.3,55,349675,70
677,Saw,2004,7.6,46,340181,70
678,Collateral,2004,7.5,71,325096,70
679,Ocean's Twelve,2004,6.5,58,320418,60
680,The Machinist,2004,7.7,61,318765,70
681,Hotel Rwanda,2004,8.1,79,303427,80
682,Anchorman: The Legend of Ron Burgundy,2004,7.2,63,298338,70
683,O Aviador,2004,7.5,77,297171,70
684,Man on Fire,2004,7.7,47,296875,70
685,50 First Dates,2004,6.8,48,294596,60
686,Downfall,2004,8.2,82,291880,80
687,Mean Girls,2004,7.0,66,286968,70
688,National Treasure,2004,6.9,39,278099,60
689,Hellboy,2004,6.9,72,274546,60
690,Howl's Moving Castle,2004,8.2,80,266314,80
691,Meet the Fockers,2004,6.3,41,231874,60
692,Van Helsing,2004,6.1,35,221456,60
693,The Village,2004,6.5,44,218072,60
694,Dawn of the Dead,2004,7.3,59,214236,70
695,Dodgeball: A True Underdog Story,2004,6.7,55,206563,60
696,The Chronicles of Riddick,2004,6.7,38,199640,60
697,Garden State,2004,7.5,67,198571,70
698,Before Sunset,2004,8.1,90,197561,80
699,The Passion of the Christ,2004,7.2,47,195818,70
700,Finding Neverland,2004,7.7,67,187241,70
701,The Girl Next Door,2004,6.7,47,185768,60
702,Closer,2004,7.3,65,184798,70
703,A Series of Unfortunate Events,2004,6.8,62,179381,60
704,Napoleon Dynamite,2004,6.9,64,178394,60
705,EuroTrip,2004,6.6,45,178009,60
706,Resident Evil: Apocalypse,2004,6.2,35,170410,60
707,Harold & Kumar Go to White Castle,2004,7.1,64,168219,70
708,AVP: Alien vs. Predator,2004,5.6,29,165317,50
709,Sideways,2004,7.5,94,165137,70
710,Secret Window,2004,6.6,46,164102,60
711,The Life Aquatic with Steve Zissou,2004,7.3,62,159939,70
712,Alexander,2004,5.6,39,150818,50
713,Blade: Trinity,2004,5.9,38,150138,50
714,Shark Tale,2004,6.0,48,148879,60
715,King Arthur,2004,6.3,46,148467,60
716,Layer Cake,2004,7.4,73,147472,70
717,Team America: World Police,2004,7.2,64,147227,70
718,The Polar Express,2004,6.6,61,144831,60
719,13 Going on 30,2004,6.1,57,141062,60
720,The Punisher,2004,6.5,33,138172,60
721,Starsky & Hutch,2004,6.1,55,128757,60
722,The Grudge,2004,5.9,49,127648,50
723,Ray,2004,7.7,73,123337,70
724,Fahrenheit 9/11,2004,7.5,67,119890,70
725,Along Came Polly,2004,5.9,44,115556,50
726,White Chicks,2004,5.5,41,113406,50
727,Kung Fu Hustle,2004,7.8,78,111715,70
728,The Phantom of the Opera,2004,7.3,40,106647,70
729,House of Flying Daggers,2004,7.6,89,99846,70
730,Catwoman,2004,3.3,27,97672,30
731,The Manchurian Candidate,2004,6.6,76,94815,60
732,Super Size Me,2004,7.2,73,93373,70
733,The Ladykillers,2004,6.2,56,91321,60
734,Bridget Jones: The Edge of Reason,2004,6.0,44,91038,60
735,The Motorcycle Diaries,2004,7.8,75,89776,70
736,Primer,2004,6.9,68,86250,60
737,Cellular,2004,6.5,60,85289,60
738,Sky Captain and the World of Tomorrow,2004,6.1,64,77275,60
739,Around the World in 80 Days,2004,5.8,49,76535,50
740,Hidalgo,2004,6.7,54,72308,60
741,Taking Lives,2004,6.2,38,72151,60
742,A Cinderella Story,2004,5.9,25,71957,50
743,Spanglish,2004,6.4,48,71946,60
744,The Sea Inside,2004,8.0,74,70986,80
745,Garfield,2004,5.0,27,68901,50
746,The SpongeBob SquarePants Movie,2004,7.0,66,67802,70
747,A Very Long Engagement,2004,7.7,76,67025,70
748,The Princess Diaries 2: Royal Engagement,2004,5.8,43,64033,50
749,Mysterious Skin,2004,7.7,73,61498,70
750,District B13,2004,7.2,70,61111,70
751,The Forgotten,2004,5.8,43,60847,50
752,Walking Tall,2004,6.2,44,59893,60
753,I Heart Huckabees,2004,6.7,55,59626,60
754,Jersey Girl,2004,6.2,43,58895,60
755,Wimbledon,2004,6.3,59,55622,60
756,Ella Enchanted,2004,6.3,53,54862,60
757,The Stepford Wives,2004,5.3,42,54229,50
758,Caçadores de Mentes,2004,6.4,33,53883,60
759,Tudo Pela Vitória,2004,7.3,70,52606,70
760,Ladder 49,2004,6.5,47,51558,60
761,In Good Company,2004,6.5,66,51112,60
762,The Chorus,2004,7.9,56,50355,70
763,Bad Education,2004,7.5,81,49943,70
764,The Whole Ten Yards,2004,5.5,24,49903,50
765,Night Watch,2004,6.5,58,49846,60
766,Wicker Park,2004,7.0,40,48972,70
767,Flight of the Phoenix,2004,6.1,47,48795,60
768,Alfie,2004,6.2,49,47175,60
769,Head-On,2004,8.0,78,45691,80
770,2046 - Os Segredos do Amor,2004,7.5,78,45634,70
771,Kinsey,2004,7.1,79,45145,70
772,Dead Man's Shoes,2004,7.7,52,44533,70
773,3-Iron,2004,8.1,72,43506,80
774,Veer & Zaara,2004,7.9,67,42915,70
775,Saved!,2004,6.8,62,42407,60
776,Desafio no Gelo,2004,7.5,68,41712,70
777,After the Sunset,2004,6.3,38,41335,60
778,Without a Paddle,2004,5.9,29,40519,50
779,Scooby-Doo 2: Monsters Unleashed,2004,5.0,34,39938,50
780,Shall We Dance,2004,6.1,47,39387,60
781,Taxi,2004,4.5,27,36634,40
782,The Prince and Me,2004,5.9,47,34910,50
783,Tae Guk Gi: The Brotherhood of War,2004,8.1,64,34878,80
784,Christmas with the Kranks,2004,5.3,22,33948,50
785,O Filho de Chucky,2004,4.9,46,33341,40
786,Raising Helen,2004,6.0,38,33303,60
787,Chasing Liberty,2004,6.1,46,33085,60
788,The Libertine,2004,6.4,44,33025,60
789,Ghost in the Shell 2: Innocence,2004,7.6,66,32518,70
790,Maria Full of Grace,2004,7.5,87,32259,70
791,The Merchant of Venice,2004,7.1,63,32235,70
792,Birth,2004,6.1,50,32140,60
793,Exorcist: The Beginning,2004,5.1,30,30811,50
794,The Woodsman,2004,7.2,72,29786,70
795,Melinda and Melinda,2004,6.5,54,29263,60
796,The Edukators,2004,7.5,68,29054,70
797,The Final Cut,2004,6.2,43,28917,60
798,Mean Creek,2004,7.3,74,28659,70
799,Envy,2004,4.8,31,28198,40
800,Spartan,2004,6.6,60,27909,60
801,Bebês Geniais 2: Super Bebês,2004,2.0,9,27906,20
802,Club Dread,2004,5.7,45,26151,50
803,Confissões de uma Adolescente em Crise,2004,4.6,33,25343,40
804,Torque,2004,4.0,41,25335,40
805,Anacondas: The Hunt for the Blood Orchid,2004,4.6,40,25058,40
806,Raise Your Voice,2004,5.9,33,24808,50
807,Win a Date with Tad Hamilton!,2004,5.6,52,24730,50
808,You Got Served,2004,3.6,37,24546,30
809,Dirty Dancing: Havana Nights,2004,6.0,39,24456,60
810,The Assassination of Richard Nixon,2004,7.0,63,24349,70
811,O Enviado,2004,4.8,24,23608,40
812,A Love Song for Bobby Long,2004,7.2,48,23559,70
813,Millions,2004,6.9,74,23280,60
814,Vera Drake,2004,7.7,83,21868,70
815,The Perfect Score,2004,5.7,35,21561,50
816,Leis da Atração,2004,5.9,38,20445,50
817,Dear Frankie,2004,7.8,63,20031,70
818,Nobody Knows,2004,8.1,88,20001,80
819,Soul Plane,2004,4.4,33,19833,40
820,9 Songs,2004,4.8,43,19775,40
821,Surviving Christmas,2004,5.4,19,19706,50
822,New York Minute,2004,4.9,33,19561,40
823,First Daughter,2004,5.0,31,19201,50
824,Vanity Fair,2004,6.2,53,18850,60
825,Bride & Prejudice,2004,6.2,55,18664,60
826,Batman Begins,2005,8.3,70,1141375,80
827,V for Vendetta,2005,8.2,62,916857,80
828,Sin City,2005,8.0,74,703572,80
829,Star Wars: Episode III - Revenge of the Sith,2005,7.6,68,612049,70
830,Harry Potter and the Goblet of Fire,2005,7.7,81,458839,70
831,Mr. & Mrs. Smith,2005,6.5,55,398900,60
832,War of the Worlds,2005,6.5,73,374026,60
833,Charlie and the Chocolate Factory,2005,6.7,72,370969,60
834,King Kong,2005,7.2,81,354503,70
835,The 40-Year-Old Virgin,2005,7.1,73,349696,70
836,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,325677,60
837,Madagascar,2005,6.9,57,312192,60
838,Wedding Crashers,2005,7.0,64,305533,70
839,Fantastic Four,2005,5.7,40,289523,50
840,Brokeback Mountain,2005,7.7,87,289344,70
841,The Island,2005,6.9,50,282791,60
842,Lord of War,2005,7.6,62,270503,70
843,Hitch,2005,6.6,58,269757,60
844,Constantine,2005,7.0,50,266494,70
845,Serenity,2005,7.9,74,262807,70
846,Kingdom of Heaven,2005,7.2,63,242666,70
847,Pride & Prejudice,2005,7.8,82,220870,70
848,Corpse Bride,2005,7.4,83,215262,70
849,Saw II,2005,6.6,40,211202,60
850,Walk the Line,2005,7.9,72,205735,70
851,A History of Violence,2005,7.5,81,205194,70
852,Thank You for Smoking,2005,7.6,71,202891,70
853,Kiss Kiss Bang Bang,2005,7.6,72,196668,70
854,Munique,2005,7.6,74,193468,70
855,Match Point,2005,7.6,72,185769,70
856,The Descent,2005,7.2,71,177705,70
857,Carga Explosiva 2,2005,6.3,56,174184,60
858,The Hitchhiker's Guide to the Galaxy,2005,6.8,63,172060,60
859,Cinderella Man,2005,8.0,69,162253,80
860,Jarhead,2005,7.0,58,157918,70
861,Hostel,2005,5.9,55,153964,50
862,The Longest Yard,2005,6.4,48,145681,60
863,Hard Candy,2005,7.1,58,143434,70
864,Flightplan,2005,6.3,53,139202,60
865,Green Street Hooligans,2005,7.5,55,130440,70
866,Memoirs of a Geisha,2005,7.4,54,128599,70
867,The Constant Gardener,2005,7.4,82,121925,70
868,Fun with Dick and Jane,2005,6.1,47,121683,60
869,Four Brothers,2005,6.9,49,121422,60
870,Syriana,2005,6.9,76,117999,60
871,Robots,2005,6.3,64,117568,60
872,Æon Flux,2005,5.5,36,117273,50
873,Capote,2005,7.4,88,113250,70
874,The Curse of the Were-Rabbit,2005,7.5,87,110987,70
875,The Brothers Grimm,2005,5.9,51,107712,50
876,The Exorcism of Emily Rose,2005,6.7,46,107642,60
877,Coach Carter,2005,7.3,57,106175,70
878,A Casa de Cera,2005,5.3,41,104441,50
879,Red Eye,2005,6.5,71,102513,60
880,Camisa de Força,2005,7.1,44,101244,70
881,Hostage,2005,6.6,44,100200,60
882,The Skeleton Key,2005,6.5,47,96965,60
883,Doom,2005,5.2,34,95956,50
884,The Amityville Horror,2005,6.0,33,95566,60
885,Apenas Amigos,2005,6.2,47,93495,60
886,Brick,2005,7.4,72,92518,70
887,Unleashed,2005,7.0,58,92013,70
888,The Interpreter,2005,6.4,62,91500,60
889,Just Like Heaven,2005,6.7,47,90579,60
890,Broken Flowers,2005,7.2,79,89648,70
891,"Good Night, and Good Luck.",2005,7.5,80,88697,70
892,Land of the Dead,2005,6.2,71,85031,60
893,Sahara,2005,6.0,41,84376,60
894,The Devil's Rejects,2005,6.9,53,83601,60
895,The Ring Two,2005,5.4,44,82400,50
896,The Legend of Zorro,2005,5.9,47,82343,50
897,Revólver,2005,6.5,25,81870,60
898,Waiting...,2005,6.8,30,81686,60
899,Zathura: A Space Adventure,2005,6.2,67,80237,60
900,Elektra,2005,4.7,34,79335,40
901,Operação Babá,2005,5.6,30,77099,50
902,The New World,2005,6.7,69,77000,60
903,Hide and Seek,2005,5.9,35,76338,50
904,Chicken Little,2005,5.8,48,74694,50
905,The Weather Man,2005,6.6,61,73382,60
906,The Dukes of Hazzard,2005,5.1,33,70963,50
907,Sky High,2005,6.2,62,69595,60
908,Assalto à 13ª Delegacia,2005,6.3,54,69592,60
909,Into the Blue,2005,5.8,45,68456,50
910,Stay,2005,6.9,41,68314,60
911,The Squid and the Whale,2005,7.4,82,67684,70
912,Derailed,2005,6.6,40,66762,60
913,Caché,2005,7.3,83,63757,70
914,Bewitched,2005,4.8,34,63498,40
915,Be Cool,2005,5.7,37,63467,50
916,A Lot Like Love,2005,6.6,48,63163,60
917,Elizabethtown,2005,6.4,45,63009,60
918,Lady Vengeance,2005,7.6,75,61908,70
919,Wolf Creek,2005,6.3,54,61564,60
920,xXx: State of the Union,2005,4.4,37,61480,40
921,"Domino, a Caçadora de Recompensas",2005,6.0,36,61384,60
922,Miss Congeniality 2: Armed & Fabulous,2005,5.1,34,60075,50
923,Harsh Times,2005,6.9,56,58845,60
924,Nanny McPhee,2005,6.6,59,58542,60
925,Goal! The Dream Begins,2005,6.7,53,55826,60
926,In Her Shoes,2005,6.5,60,55622,60
927,Dark Water,2005,5.6,52,55095,50
928,The Family Stone,2005,6.3,56,54326,60
929,Everything Is Illuminated,2005,7.5,58,54014,70
930,March of the Penguins,2005,7.6,79,51981,70
931,Hoodwinked!,2005,6.5,45,50954,60
932,A Sogra,2005,5.5,31,49806,50
933,The Sisterhood of the Traveling Pants,2005,6.5,66,49263,60
934,Stealth,2005,5.0,35,48697,50
935,Cheaper by the Dozen 2,2005,5.5,34,48533,50
936,Casanova,2005,6.5,57,48249,60
937,Lords of Dogtown,2005,7.1,56,48048,70
938,The World's Fastest Indian,2005,7.8,68,47878,70
939,Son of the Mask,2005,2.2,20,47189,20
940,Grizzly Man,2005,7.8,87,46719,70
941,Rumor Has It...,2005,5.5,35,46427,50
942,The Proposition,2005,7.4,73,46183,70
943,Rent,2005,7.0,53,45230,70
944,Deuce Bigalow: European Gigolo,2005,4.6,23,44629,40
945,White Noise,2005,5.5,30,44536,50
946,The Wedding Date,2005,6.1,32,43508,60
947,O Matador,2005,6.8,65,42164,60
948,Herbie Fully Loaded,2005,4.8,47,40721,40
949,Adam's Apples,2005,7.8,51,40411,70
950,Get Rich or Die Tryin',2005,5.2,45,40189,50
951,Two for the Money,2005,6.2,50,39984,60
952,Proof,2005,6.8,64,39970,60
953,Alone in the Dark: O Despertar do Mal,2005,2.3,9,39747,20
954,Fever Pitch,2005,6.2,56,39141,60
955,Transamerica,2005,7.4,66,38464,70
956,The Producers,2005,6.4,52,37690,60
957,Prime,2005,6.2,58,37510,60
958,Guess Who,2005,5.9,49,37119,50
959,Three Burials,2005,7.4,77,36293,70
960,North Country,2005,7.3,68,36055,70
961,Hustle & Flow,2005,7.4,68,35957,70
962,The Ringer,2005,5.8,46,33062,50
963,Kicking & Screaming,2005,5.6,45,33059,50
964,Me and You and Everyone We Know,2005,7.3,76,33045,70
965,The Protector,2005,7.1,52,32653,70
966,BloodRayne,2005,2.9,18,32112,20
967,The Fog,2005,3.6,27,31969,30
968,The Cave,2005,5.1,30,31941,50
969,Keeping Mum,2005,6.8,53,30727,60
970,C.R.A.Z.Y.,2005,8.0,81,29562,80
971,Tideland,2005,6.5,26,29240,60
972,Angel-A,2005,7.1,48,29155,70
973,Must Love Dogs,2005,5.9,46,28475,50
974,Oliver Twist,2005,6.9,65,28239,60
975,Amaldiçoados,2005,5.0,31,28188,50
976,Boogeyman,2005,4.2,32,28022,40
977,Feast,2005,6.4,43,27443,60
978,Um Lugar Para Recomeçar,2005,7.0,49,26454,70
979,Imagine Me & You,2005,6.8,49,26388,60
980,Tsotsi,2005,7.3,70,26343,70
981,The Perfect Man,2005,5.5,27,25903,50
982,Are We There Yet?,2005,4.6,27,25713,40
983,The Greatest Game Ever Played,2005,7.5,55,24945,70
984,The Adventures of Sharkboy and Lavagirl 3-D,2005,3.5,38,24741,30
985,Joyeux Noel,2005,7.8,70,24607,70
986,Cry Wolf,2005,5.9,39,24465,50
987,Sophie Scholl: The Final Days,2005,7.6,76,24388,70
988,"Yours, Mine & Ours",2005,5.4,38,24131,50
989,An American Haunting,2005,5.0,38,23396,50
990,O Cara,2005,5.6,33,23291,50
991,Shopgirl,2005,6.4,62,22395,60
992,Ice Princess,2005,6.0,55,22198,60
993,The Ice Harvest,2005,6.3,62,21891,60
994,Mirrormask,2005,6.9,55,21385,60
995,Man of the House,2005,5.4,35,21320,50
996,The Departed,2006,8.5,85,1024367,80
997,The Prestige,2006,8.5,66,1012036,80
998,300,2006,7.7,52,671200,70
999,Pirates of the Caribbean: Dead Man's Chest,2006,7.3,53,591952,70
1000,Pan's Labyrinth,2006,8.2,98,548491,80
1001,Casino Royale,2006,8.0,80,522498,80
1002,Diamante de Sangue,2006,8.0,64,448258,80
1003,X-Men: O Confronto Final,2006,6.7,58,434321,60
1004,Children of Men,2006,7.9,84,410093,70
1005,Little Miss Sunshine,2006,7.8,80,396660,70
1006,The Pursuit of Happyness,2006,8.0,64,389154,80
1007,The Da Vinci Code,2006,6.6,46,359255,60
1008,The Illusionist,2006,7.6,68,328840,70
1009,The Devil Wears Prada,2006,6.9,62,324346,60
1010,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,89,323889,70
1011,Cars,2006,7.1,73,309329,70
1012,The Lives of Others,2006,8.4,89,307409,80
1013,Inside Man,2006,7.6,76,303038,70
1014,Mission: Impossible III,2006,6.9,66,293228,60
1015,Lucky Number Slevin,2006,7.8,53,283173,70
1016,Click,2006,6.4,45,274259,60
1017,Night at the Museum,2006,6.4,48,272758,60
1018,Deja Vu,2006,7.1,59,267657,70
1019,Babel,2006,7.5,69,266469,70
1020,Apocalypto,2006,7.8,68,262844,70
1021,Superman Returns,2006,6.1,72,255842,60
1022,Ice Age: The Meltdown,2006,6.8,58,223533,60
1023,Crank,2006,7.0,57,215774,70
1024,Perfume: A História de um Assassino,2006,7.5,56,211926,70
1025,Fonte da Vida,2006,7.3,51,211148,70
1026,The Fast and the Furious: Tokyo Drift,2006,6.0,45,209661,60
1027,The Holiday,2006,6.9,52,208680,60
1028,Stranger Than Fiction,2006,7.6,67,202774,70
1029,Terror em Silent Hill,2006,6.6,31,196831,60
1030,Rocky Balboa,2006,7.2,63,181797,70
1031,Underworld: Evolution,2006,6.7,36,175317,60
1032,Saw III,2006,6.2,48,161019,60
1033,The Last King of Scotland,2006,7.7,74,160960,70
1034,Happy Feet,2006,6.5,77,151342,60
1035,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,66,147293,60
1036,The Hills Have Eyes,2006,6.4,52,144622,60
1037,Letters from Iwo Jima,2006,7.9,89,143159,70
1038,Over the Hedge,2006,6.7,67,142265,60
1039,She's the Man,2006,6.4,45,131887,60
1040,Smokin' Aces,2006,6.7,45,129198,60
1041,Idiocracy,2006,6.6,66,125786,60
1042,The Lake House,2006,6.8,52,125497,60
1043,Serpentes a Bordo,2006,5.5,58,123448,50
1044,Clerks II,2006,7.4,65,122190,70
1045,16 Blocks,2006,6.6,63,119591,60
1046,Premonição 3,2006,5.8,41,115776,50
1047,Eragon,2006,5.1,38,115148,50
1048,Accepted,2006,6.5,47,114154,60
1049,The Break-Up,2006,5.8,45,112694,50
1050,Flags of our Fathers,2006,7.1,79,109271,70
1051,This Is England,2006,7.7,86,107476,70
1052,Scary Movie 4,2006,5.1,40,103443,50
1053,Step Up,2006,6.5,48,101444,60
1054,Miami Vice,2006,6.0,65,100360,60
1055,The Fall,2006,7.9,64,98991,70
1056,Little Children,2006,7.5,75,98701,70
1057,Flushed Away,2006,6.6,74,97864,60
1058,A Scanner Darkly,2006,7.1,73,97668,70
1059,The Queen,2006,7.3,91,95181,70
1060,Tenacious D in The Pick of Destiny,2006,6.8,55,94064,60
1061,Alpha Dog,2006,6.9,53,93434,60
1062,Running Scared,2006,7.4,41,92640,70
1063,Rescue Dawn,2006,7.3,77,92634,70
1064,The Good Shepherd,2006,6.7,61,92411,60
1065,United 93,2006,7.6,90,90320,70
1066,Marie Antoinette,2006,6.4,65,90164,60
1067,Poseidon,2006,5.6,50,89355,50
1068,Lady in the Water,2006,5.6,36,87098,50
1069,Volver,2006,7.6,84,85299,70
1070,Monster House,2006,6.6,68,84839,60
1071,O Despertar de Uma Paixão,2006,7.5,69,83925,70
1072,The Guardian,2006,6.9,53,81330,60
1073,The Host,2006,7.0,85,81101,70
1074,A Good Year,2006,7.0,47,79878,70
1075,Half Nelson,2006,7.2,85,78447,70
1076,Cashback,2006,7.2,54,78133,70
1077,An Inconvenient Truth,2006,7.5,75,75532,70
1078,Ultraviolet,2006,4.4,18,75180,40
1079,Open Season,2006,6.1,49,75144,60
1080,Scoop,2006,6.7,48,74279,60
1081,John Tucker Must Die,2006,5.8,41,73695,50
1082,"You, Me and Dupree",2006,5.6,46,73476,50
1083,Nacho Libre,2006,5.7,52,73290,50
1084,The Pink Panther,2006,5.6,38,73181,50
1085,World Trade Center,2006,6.0,66,72586,60
1086,Grandma's Boy,2006,7.0,33,72413,70
1087,Notes on a Scandal,2006,7.4,73,69477,70
1088,Seres Rastejantes,2006,6.5,69,67863,60
1089,Fearless,2006,7.7,70,67641,70
1090,Dália Negra,2006,5.6,49,67104,50
1091,"Paris, je t'aime",2006,7.3,66,66769,70
1092,Black Book,2006,7.8,71,66377,70
1093,The Science of Sleep,2006,7.3,70,64891,70
1094,Failure to Launch,2006,5.6,47,64775,50
1095,Dreamgirls,2006,6.5,76,62627,60
1096,The Texas Chainsaw Massacre: The Beginning,2006,5.9,30,62240,50
1097,Jackass Number Two,2006,7.1,66,61483,70
1098,Beerfest,2006,6.3,46,59518,60
1099,Invincible,2006,7.1,63,58494,70
1100,The Wicker Man,2006,3.7,36,58306,30
1101,My Super Ex-Girlfriend,2006,5.1,50,57831,50
1102,Black Snake Moan,2006,7.0,52,57067,70
1103,Paprika,2006,7.7,81,56999,70
1104,Penelope,2006,6.8,48,55772,60
1105,Eight Below,2006,7.3,64,54566,70
1106,Date Movie,2006,2.8,11,53598,20
1107,Firewall,2006,5.8,45,52948,50
1108,The Omen,2006,5.5,43,52408,50
1109,We Are Marshall,2006,7.1,53,52031,70
1110,RV,2006,5.5,33,51156,50
1111,Wristcutters: A Love Story,2006,7.3,62,50166,70
1112,Just My Luck,2006,5.4,29,49246,50
1113,Tristan + Isolde,2006,6.8,49,47943,60
1114,Império dos Sonhos,2006,7.0,72,47830,70
1115,The Sentinel,2006,6.1,49,45054,60
1116,Tell No One,2006,7.5,82,44659,70
1117,Littleman,2006,4.3,26,44502,40
1118,The Benchwarmers,2006,5.6,25,44414,50
1119,The Covenant,2006,5.3,19,43267,50
1120,The Grudge 2,2006,5.0,33,43013,50
1121,Ventos da Liberdade,2006,7.5,82,41188,70
1122,DOA: Dead or Alive,2006,4.8,38,40874,40
1123,Employee of the Month,2006,5.5,36,40592,50
1124,Candy,2006,7.3,57,39671,70
1125,Bobby,2006,7.0,54,39638,70
